video_id,frame_no,distance_to_RF,distance_to_LF,distance_to_RT,distance_to_LT,distance_to_CH,person_ball_H_rt,RightF,LeftF,RightT,LeftT,Chest,Other
3,66,41,120,87,113,205,7.6575270828611295,1,0,0,0,0,0
3,67,50,122,79,107,199,7.561800837302645,0,0,0,0,0,1
3,68,58,128,74,102,194,7.501812769351739,0,0,0,0,0,1
3,69,70,127,66,96,187,7.619626801693823,0,0,0,0,0,1
3,70,78,130,63,91,183,7.628120288649115,0,0,0,0,0,1
3,71,89,130,59,87,178,7.6310841717580615,0,0,0,0,0,1
3,72,98,131,55,81,172,7.557133348125139,0,0,0,0,0,1
3,73,107,131,53,77,168,7.533500650364678,0,0,0,0,0,1
3,74,115,132,51,73,162,7.527963253989125,0,0,0,0,0,1
3,75,122,129,51,70,157,7.497101791695203,0,0,0,0,0,1
3,76,128,131,51,66,151,7.572694028357055,0,0,0,0,0,1
3,77,136,129,52,64,148,7.5756731462734,0,0,0,0,0,1
3,78,139,125,55,61,144,7.446447978997763,0,0,0,0,0,1
3,79,140,123,56,58,140,7.213064176180414,0,0,0,0,0,1
3,80,139,119,54,54,136,7.083818873823562,0,0,0,0,0,1
3,81,138,113,53,52,134,6.9371201581305675,0,0,0,0,0,1
3,82,134,109,50,50,133,6.9360112555478795,0,0,0,0,0,1
3,83,131,103,47,49,133,7.054415567352014,0,0,0,0,0,1
3,84,126,95,42,46,137,6.8659836693303475,0,0,0,0,0,1
3,85,118,89,40,46,140,6.826078742426252,0,0,0,0,0,1
3,86,113,80,38,46,145,6.81930562810197,0,0,0,0,0,1
3,87,105,72,38,47,150,6.7449386868141845,0,0,0,0,0,1
3,88,96,63,40,50,157,6.736246595471324,0,0,0,0,0,1
3,89,90,59,42,50,164,6.820019207569847,0,0,0,0,0,1
3,90,79,56,49,54,172,6.781353024436376,0,0,0,0,0,1
3,91,65,50,54,56,180,6.710564702524267,0,0,0,0,0,1
3,92,51,39,58,60,188,6.520964696619344,0,0,0,0,0,1
3,93,38,29,63,64,195,6.458778208831342,0,0,0,0,0,1
3,94,29,25,72,71,205,6.561838782233193,0,0,0,0,0,1
3,95,27,21,86,73,214,6.3893755037718,0,0,0,0,0,1
3,96,19,17,97,82,224,6.385490252680579,0,0,0,0,0,1
3,97,29,11,109,95,235,5.994798064695306,0,0,0,0,0,1
3,98,27,19,115,104,240,6.185218499991317,0,0,0,0,0,1
3,99,28,13,112,98,238,6.502783067585689,0,0,0,0,0,1
3,100,28,19,111,90,232,6.65502615879565,0,0,0,0,0,1
3,101,34,21,105,85,227,6.546115397005914,0,0,0,0,0,1
3,102,36,30,101,79,220,6.7462628909470475,0,0,0,0,0,1
3,103,41,37,95,73,214,6.808218318051287,0,0,0,0,0,1
3,104,46,43,91,70,211,6.878181486037785,0,0,0,0,0,1
3,105,50,43,88,68,208,6.872185667174238,0,0,0,0,0,1
3,106,51,48,87,66,207,6.795188171899734,0,0,0,0,0,1
3,107,55,49,83,66,204,6.879489714342817,0,0,0,0,0,1
3,108,58,53,81,65,203,7.152207166228926,0,0,0,0,0,1
3,109,57,53,79,64,202,7.243552896385584,0,0,0,0,0,1
3,110,63,52,76,63,201,7.3146627143164356,0,0,0,0,0,1
3,111,63,54,75,62,202,7.3598044995647065,0,0,0,0,0,1
3,112,68,51,73,62,202,7.423192044087341,0,0,0,0,0,1
3,113,66,46,71,62,203,7.568074601759314,0,0,0,0,0,1
3,114,67,44,73,63,205,7.5505180595753085,0,0,0,0,0,1
3,115,67,46,75,64,207,7.570764990805161,0,0,0,0,0,1
3,116,66,48,78,66,210,7.57261692529493,0,0,0,0,0,1
3,117,63,46,83,70,213,7.48391074689504,0,0,0,0,0,1
3,118,62,44,89,76,217,7.440007609950986,0,0,0,0,0,1
3,119,60,46,96,82,224,7.379495410482452,0,0,0,0,0,1
3,120,57,42,104,90,231,7.358615990400212,0,0,0,0,0,1
3,121,57,36,113,97,238,7.366757952645801,0,0,0,0,0,1
3,122,59,37,120,101,244,7.428909296321782,0,0,0,0,0,1
3,123,66,39,130,109,252,7.385296812951838,0,0,0,0,0,1
3,124,73,41,140,118,260,7.237340806832914,0,0,0,0,0,1
3,125,85,46,149,125,268,7.24739245959468,0,0,0,0,0,1
3,126,102,50,159,131,274,7.121083122944379,0,0,0,0,0,1
3,127,115,53,169,138,283,7.060373881441862,0,0,0,0,0,1
3,128,131,55,177,142,289,7.391776739651261,0,0,0,0,0,1
3,129,143,55,179,138,287,7.422707215367159,0,0,0,0,0,1
3,130,163,61,177,130,281,7.3762102602248465,0,0,0,0,0,1
3,131,178,66,178,124,273,7.320252857232778,0,0,0,0,0,1
3,132,187,69,173,116,265,7.368871540886952,0,0,0,0,0,1
3,133,196,68,167,105,259,7.451612450146225,0,0,0,0,0,1
3,134,201,69,164,98,253,7.434389908067173,0,0,0,0,0,1
3,135,203,68,160,92,250,7.39004174188884,0,0,0,0,0,1
3,136,191,70,155,94,245,7.448404876135154,0,0,0,0,0,1
3,137,183,75,150,96,245,7.4112195512567745,0,0,0,0,0,1
3,138,87,153,117,123,250,7.343084017840561,0,0,0,0,0,1
3,139,134,84,146,103,252,7.344812769823948,0,0,0,0,0,1
3,140,104,79,142,109,253,7.322042881781075,1,0,0,0,0,0
3,141,79,72,134,124,257,7.338068763391187,1,0,0,0,0,0
3,142,54,74,142,132,264,7.298987256096613,1,0,0,0,0,0
3,143,820,820,820,820,820,0.0,1,0,0,0,0,0
3,144,820,820,820,820,820,0.0,1,0,0,0,0,0
3,145,820,820,820,820,820,0.0,1,0,0,0,0,0
3,146,820,820,820,820,820,0.0,1,0,0,0,0,0
3,147,820,820,820,820,820,0.0,0,0,0,0,0,1
3,148,820,820,820,820,820,0.0,0,0,0,0,0,1
3,149,820,820,820,820,820,0.0,0,0,0,0,0,1
3,150,820,820,820,820,820,0.0,0,0,0,0,0,1
3,151,820,820,820,820,820,0.0,0,0,0,0,0,1
3,152,820,820,820,820,820,0.0,0,0,0,0,0,1
3,153,820,820,820,820,820,0.0,0,0,0,0,0,1
3,154,820,820,820,820,820,0.0,0,0,0,0,0,1
3,155,820,820,820,820,820,0.0,0,0,0,0,0,1
3,156,820,820,820,820,820,0.0,0,0,0,0,0,1
3,157,820,820,820,820,820,0.0,0,0,0,0,0,1
3,158,820,820,820,820,820,0.0,0,0,0,0,0,1
3,159,820,820,820,820,820,0.0,0,0,0,0,0,1
3,160,820,820,820,820,820,0.0,0,0,0,0,0,1
3,161,820,820,820,820,820,0.0,0,0,0,0,0,1
3,162,820,820,820,820,820,0.0,0,0,0,0,0,1
3,163,820,820,820,820,820,0.0,0,0,0,0,0,1
3,164,820,820,820,820,820,0.0,0,0,0,0,0,1
3,165,820,820,820,820,820,0.0,0,0,0,0,0,1
3,166,820,820,820,820,820,0.0,0,0,0,0,0,1
3,167,820,820,820,820,820,0.0,0,0,0,0,0,1
3,168,820,820,820,820,820,0.0,0,0,0,0,0,1
3,169,820,820,820,820,820,0.0,0,0,0,0,0,1
3,170,820,820,820,820,820,0.0,0,0,0,0,0,1
3,171,820,820,820,820,820,0.0,0,0,0,0,0,1
3,172,820,820,820,820,820,0.0,0,0,0,0,0,1
3,173,820,820,820,820,820,0.0,0,0,0,0,0,1
3,174,820,820,820,820,820,0.0,0,0,0,0,0,1
3,175,820,820,820,820,820,0.0,0,0,0,0,0,1
3,176,820,820,820,820,820,0.0,0,0,0,0,0,1
3,177,820,820,820,820,820,0.0,0,0,0,0,0,1
3,178,820,820,820,820,820,0.0,0,0,0,0,0,1
3,179,820,820,820,820,820,0.0,0,0,0,0,0,1
3,180,820,820,820,820,820,0.0,0,0,0,0,0,1
3,181,820,820,820,820,820,0.0,0,0,0,0,0,1
3,182,820,820,820,820,820,0.0,0,0,0,0,0,1
3,183,820,820,820,820,820,0.0,0,0,0,0,0,1
3,184,820,820,820,820,820,0.0,0,0,0,0,0,1
3,185,820,820,820,820,820,0.0,0,0,0,0,0,1
3,186,820,820,820,820,820,0.0,0,0,0,0,0,1
3,187,820,820,820,820,820,0.0,0,0,0,0,0,1
3,188,820,820,820,820,820,0.0,0,0,0,0,0,1
3,189,820,820,820,820,820,0.0,0,0,0,0,0,1
3,190,820,820,820,820,820,0.0,0,0,0,0,0,1
3,191,820,820,820,820,820,0.0,0,0,0,0,0,1
3,192,820,820,820,820,820,0.0,0,0,0,0,0,1
3,193,820,820,820,820,820,0.0,0,0,0,0,0,1
3,194,820,820,820,820,820,0.0,0,0,0,0,0,1
3,195,820,820,820,820,820,0.0,0,0,0,0,0,1
3,196,820,820,820,820,820,0.0,0,0,0,0,0,1
3,197,820,820,820,820,820,0.0,0,0,0,0,0,1
3,198,820,820,820,820,820,0.0,0,0,0,0,0,1
3,199,820,820,820,820,820,0.0,0,0,0,0,0,1
3,200,820,820,820,820,820,0.0,0,0,0,0,0,1
3,201,820,820,820,820,820,0.0,0,0,0,0,0,1
3,202,820,820,820,820,820,0.0,0,0,0,0,0,1
3,203,820,820,820,820,820,0.0,0,0,0,0,0,1
3,204,820,820,820,820,820,0.0,0,0,0,0,0,1
3,205,820,820,820,820,820,0.0,0,0,0,0,0,1
3,206,820,820,820,820,820,0.0,0,0,0,0,0,1
3,207,820,820,820,820,820,0.0,0,0,0,0,0,1
3,208,820,820,820,820,820,0.0,0,0,0,0,0,1
3,209,820,820,820,820,820,0.0,0,0,0,0,0,1
4,1,820,820,820,820,820,0.0,0,0,0,0,0,1
4,2,820,820,820,820,820,0.0,0,0,0,0,0,1
4,3,820,820,820,820,820,0.0,0,0,0,0,0,1
4,4,820,820,820,820,820,0.0,0,0,0,0,0,1
4,5,820,820,820,820,820,0.0,0,0,0,0,0,1
4,6,820,820,820,820,820,0.0,0,0,0,0,0,1
4,7,820,820,820,820,820,0.0,0,0,0,0,0,1
4,8,820,820,820,820,820,0.0,0,0,0,0,0,1
4,9,820,820,820,820,820,0.0,0,0,0,0,0,1
4,10,820,820,820,820,820,0.0,0,0,0,0,0,1
4,11,820,820,820,820,820,0.0,0,0,0,0,0,1
4,12,820,820,820,820,820,0.0,0,0,0,0,0,1
4,13,820,820,820,820,820,0.0,0,0,0,0,0,1
4,14,820,820,820,820,820,0.0,0,0,0,0,0,1
4,15,820,820,820,820,820,0.0,0,0,0,0,0,1
4,16,820,820,820,820,820,0.0,0,0,0,0,0,1
4,17,820,820,820,820,820,0.0,0,0,0,0,0,1
4,18,820,820,820,820,820,0.0,0,0,0,0,0,1
4,19,820,820,820,820,820,0.0,0,0,0,0,0,1
4,20,820,820,820,820,820,0.0,0,0,0,0,0,1
4,21,820,820,820,820,820,0.0,0,0,0,0,0,1
4,22,820,820,820,820,820,0.0,0,0,0,0,0,1
4,23,820,820,820,820,820,0.0,0,0,0,0,0,1
4,24,29,70,102,117,244,2.080696117981542,0,0,0,0,0,1
4,25,26,64,127,141,269,2.489058290707632,0,0,0,0,0,1
4,26,32,69,151,164,293,2.9736577761568346,0,0,0,0,0,1
4,27,46,82,171,184,313,3.384323987790103,0,0,0,0,0,1
4,28,37,76,158,171,299,3.4926927220200343,0,0,0,0,0,1
4,29,25,74,138,151,278,3.5800448964523466,0,0,0,0,0,1
4,30,27,78,114,133,257,3.887646741455369,0,0,0,0,0,1
4,31,51,89,92,118,238,4.179539891532149,0,0,0,0,0,1
4,32,60,99,80,109,225,4.477496581765124,0,0,0,0,0,1
4,33,68,109,71,103,216,4.640130348106119,0,0,0,0,0,1
4,34,75,117,65,98,209,4.808822462167586,0,0,0,0,0,1
4,35,81,122,61,96,203,4.819570095267349,0,0,0,0,0,1
4,36,86,135,56,94,198,5.109943354019869,0,0,0,0,0,1
4,37,87,141,55,94,196,5.366831647215981,0,0,0,0,0,1
4,38,88,145,55,95,194,5.575211716420977,0,0,0,0,0,1
4,39,86,146,57,97,193,5.7448999986801,0,0,0,0,0,1
4,40,81,145,57,97,192,5.945809730079769,0,0,0,0,0,1
4,41,75,144,59,97,190,6.065912749060573,0,0,0,0,0,1
4,42,64,142,63,97,190,6.169912041765536,0,0,0,0,0,1
4,43,55,142,70,100,190,6.349601835251562,0,0,0,0,0,1
4,44,46,140,76,102,191,6.430413274880175,0,0,0,0,0,1
4,45,41,142,84,104,193,6.522435654849093,0,0,0,0,0,1
4,46,35,141,92,106,195,6.641838735777728,0,0,0,0,0,1
4,47,33,138,100,109,198,6.736345868202256,0,0,0,0,0,1
4,48,37,139,108,114,200,6.807742089445385,0,0,0,0,0,1
4,49,38,138,115,118,205,6.842562347648425,0,0,0,0,0,1
4,50,34,133,120,122,213,7.056046925155301,0,0,0,0,0,1
4,51,32,129,124,126,218,7.1321100535008615,1,0,0,0,0,0
4,52,32,126,126,129,228,7.259370157244649,1,0,0,0,0,0
4,53,27,123,127,136,233,7.443919963710171,1,0,0,0,0,0
4,54,32,129,129,142,238,7.572148878361432,1,0,0,0,0,0
4,55,41,130,136,148,243,7.551502052704002,1,0,0,0,0,0
4,56,49,134,138,154,252,7.743153750748846,1,0,0,0,0,0
4,57,63,136,145,162,259,7.688802930453822,1,0,0,0,0,0
4,58,77,139,152,170,268,7.56908771310763,0,0,0,0,0,1
4,59,90,142,160,177,276,7.862509436933027,0,0,0,0,0,1
4,60,106,146,164,182,282,7.969000721970708,0,0,0,0,0,1
4,61,123,149,164,181,280,7.880872748623302,0,0,0,0,0,1
4,62,133,151,163,177,277,7.95821465314496,0,0,0,0,0,1
4,63,146,154,161,174,272,7.9459559372640935,0,0,0,0,0,1
4,64,166,154,160,172,267,7.843014939207277,0,0,0,0,0,1
4,65,175,154,162,170,264,7.791760599447093,0,0,0,0,0,1
4,66,186,152,162,165,260,7.803106830446295,0,0,0,0,0,1
4,67,195,154,160,162,255,7.879880305836591,0,0,0,0,0,1
4,68,208,156,164,163,252,7.8154749776066845,0,0,0,0,0,1
4,69,215,157,166,160,248,7.786914249775752,0,0,0,0,0,1
4,70,223,157,168,158,244,7.770062792714658,0,0,0,0,0,1
4,71,228,157,171,157,240,7.717874475852323,0,0,0,0,0,1
4,72,234,153,173,155,237,7.662199830890643,0,0,0,0,0,1
4,73,237,151,175,154,236,7.56272935440043,0,0,0,0,0,1
4,74,242,150,178,153,234,7.5275353532355815,0,0,0,0,0,1
4,75,245,145,180,153,235,7.457719119060155,0,0,0,0,0,1
4,76,245,141,181,154,236,7.399134080573684,0,0,0,0,0,1
4,77,244,140,181,155,236,7.315717486992587,0,0,0,0,0,1
4,78,241,143,180,154,236,7.33004817978997,0,0,0,0,0,1
4,79,235,149,177,158,239,7.408150741215297,0,0,0,0,0,1
4,80,230,151,173,161,241,7.313649504828689,0,0,0,0,0,1
4,81,222,154,172,166,243,7.288896096875338,0,0,0,0,0,1
4,82,212,154,171,169,246,7.5795608373996535,0,0,0,0,0,1
4,83,206,156,171,168,244,7.585383512016058,0,0,0,0,0,1
4,84,194,158,170,166,242,7.590871396750665,0,0,0,0,0,1
4,85,187,161,169,167,239,7.558080379366207,0,0,0,0,0,1
4,86,178,162,165,165,237,7.566969885263432,0,0,0,0,0,1
4,87,169,165,158,158,240,7.642774364244637,0,0,0,0,0,1
4,88,146,167,156,156,238,7.639693432282166,0,0,0,0,0,1
4,89,133,169,153,154,238,7.685081009332993,0,0,0,0,0,1
4,90,131,171,157,152,237,7.73521870275539,0,0,0,0,0,1
4,91,123,172,155,152,238,7.788363686968751,0,0,0,0,0,1
4,92,113,173,150,152,240,7.741769013497406,0,0,0,0,0,1
4,93,106,173,150,152,242,7.873328434115503,0,0,0,0,0,1
4,94,95,174,150,153,245,7.821691118062837,0,0,0,0,0,1
4,95,88,173,149,152,247,7.875504296063142,0,0,0,0,0,1
4,96,83,169,152,152,250,7.9720465163666,0,0,0,0,0,1
4,97,80,165,153,151,252,8.241466396458744,0,0,0,0,0,1
4,98,74,159,153,149,253,8.177034697870857,0,0,0,0,0,1
4,99,74,153,148,143,250,8.142155672887851,0,0,0,0,0,1
4,100,81,143,140,139,248,8.172652676738995,0,0,0,0,0,1
4,101,83,137,136,134,246,8.116470641048663,0,0,0,0,0,1
4,102,84,131,132,130,244,8.04932996118648,0,0,0,0,0,1
4,103,85,119,131,127,243,8.031119336383925,0,0,0,0,0,1
4,104,86,114,129,125,243,7.984736860946948,0,0,0,0,0,1
4,105,84,112,131,118,241,7.887378186211521,0,0,0,0,0,1
4,106,94,90,131,119,243,7.797450667275008,0,0,0,0,0,1
4,107,96,72,127,122,244,8.047401387416608,0,0,0,0,0,1
4,108,91,63,128,116,244,8.129511591548395,0,0,0,0,0,1
4,109,95,47,129,114,244,8.078278387614326,0,0,0,0,0,1
4,110,97,34,130,113,243,8.077930379957262,0,0,0,0,0,1
4,111,820,820,820,820,820,0.0,0,0,0,0,0,1
4,112,100,14,130,113,243,8.132986848591441,0,0,0,0,0,1
4,113,820,820,820,820,820,0.0,0,0,0,0,0,1
4,114,104,26,129,112,243,8.347839983784773,0,0,0,0,0,1
4,115,105,36,129,111,242,8.245114452169776,0,0,0,0,0,1
4,116,106,46,128,111,241,8.16045210269372,0,0,0,0,0,1
4,117,104,47,125,107,239,8.172515570369217,0,0,0,0,0,1
4,118,101,48,123,106,237,8.157517614653186,0,0,0,0,0,1
4,119,96,47,120,102,235,8.186480929634378,0,0,0,0,0,1
4,120,89,46,116,100,232,8.103898687889869,0,0,0,0,0,1
4,121,79,46,114,98,230,8.089215166215878,0,0,0,0,0,1
4,122,62,45,112,99,230,8.096064545771881,1,0,0,0,0,0
4,123,53,45,108,99,228,8.09886626403831,1,0,0,0,0,0
4,124,34,43,106,99,226,8.043779310193214,1,0,0,0,0,0
4,125,17,39,105,101,224,8.22440290690908,1,0,0,0,0,0
4,126,820,820,820,820,820,0.0,1,0,0,0,0,0
4,127,820,820,820,820,820,0.0,1,0,0,0,0,0
4,128,820,820,820,820,820,0.0,1,0,0,0,0,0
4,129,820,820,820,820,820,0.0,0,0,0,0,0,1
4,130,820,820,820,820,820,0.0,0,0,0,0,0,1
4,131,820,820,820,820,820,0.0,0,0,0,0,0,1
4,132,820,820,820,820,820,0.0,0,0,0,0,0,1
4,133,820,820,820,820,820,0.0,0,0,0,0,0,1
4,134,820,820,820,820,820,0.0,0,0,0,0,0,1
4,135,820,820,820,820,820,0.0,0,0,0,0,0,1
4,136,820,820,820,820,820,0.0,0,0,0,0,0,1
4,137,820,820,820,820,820,0.0,0,0,0,0,0,1
4,138,820,820,820,820,820,0.0,0,0,0,0,0,1
4,139,820,820,820,820,820,0.0,0,0,0,0,0,1
4,140,820,820,820,820,820,0.0,0,0,0,0,0,1
4,141,820,820,820,820,820,0.0,0,0,0,0,0,1
4,142,820,820,820,820,820,0.0,0,0,0,0,0,1
4,143,820,820,820,820,820,0.0,0,0,0,0,0,1
4,144,820,820,820,820,820,0.0,0,0,0,0,0,1
4,145,820,820,820,820,820,0.0,0,0,0,0,0,1
4,146,820,820,820,820,820,0.0,0,0,0,0,0,1
4,147,820,820,820,820,820,0.0,0,0,0,0,0,1
4,148,820,820,820,820,820,0.0,0,0,0,0,0,1
4,149,820,820,820,820,820,0.0,0,0,0,0,0,1
4,150,820,820,820,820,820,0.0,0,0,0,0,0,1
4,151,820,820,820,820,820,0.0,0,0,0,0,0,1
4,152,820,820,820,820,820,0.0,0,0,0,0,0,1
4,153,820,820,820,820,820,0.0,0,0,0,0,0,1
4,154,820,820,820,820,820,0.0,0,0,0,0,0,1
4,155,820,820,820,820,820,0.0,0,0,0,0,0,1
4,156,820,820,820,820,820,0.0,0,0,0,0,0,1
4,157,820,820,820,820,820,0.0,0,0,0,0,0,1
4,158,820,820,820,820,820,0.0,0,0,0,0,0,1
4,159,820,820,820,820,820,0.0,0,0,0,0,0,1
4,160,820,820,820,820,820,0.0,0,0,0,0,0,1
4,161,820,820,820,820,820,0.0,0,0,0,0,0,1
4,162,820,820,820,820,820,0.0,0,0,0,0,0,1
4,163,820,820,820,820,820,0.0,0,0,0,0,0,1
4,164,820,820,820,820,820,0.0,0,0,0,0,0,1
4,165,820,820,820,820,820,0.0,0,0,0,0,0,1
4,166,820,820,820,820,820,0.0,0,0,0,0,0,1
4,167,820,820,820,820,820,0.0,0,0,0,0,0,1
4,168,820,820,820,820,820,0.0,0,0,0,0,0,1
4,169,820,820,820,820,820,0.0,0,0,0,0,0,1
4,170,820,820,820,820,820,0.0,0,0,0,0,0,1
4,171,820,820,820,820,820,0.0,0,0,0,0,0,1
4,172,820,820,820,820,820,0.0,0,0,0,0,0,1
4,173,820,820,820,820,820,0.0,0,0,0,0,0,1
4,174,820,820,820,820,820,0.0,0,0,0,0,0,1
4,175,820,820,820,820,820,0.0,0,0,0,0,0,1
4,176,820,820,820,820,820,0.0,0,0,0,0,0,1
4,177,820,820,820,820,820,0.0,0,0,0,0,0,1
4,178,820,820,820,820,820,0.0,0,0,0,0,0,1
4,179,820,820,820,820,820,0.0,0,0,0,0,0,1
4,180,820,820,820,820,820,0.0,0,0,0,0,0,1
4,181,820,820,820,820,820,0.0,0,0,0,0,0,1
4,182,820,820,820,820,820,0.0,0,0,0,0,0,1
4,183,820,820,820,820,820,0.0,0,0,0,0,0,1
4,184,820,820,820,820,820,0.0,0,0,0,0,0,1
4,185,820,820,820,820,820,0.0,0,0,0,0,0,1
4,186,820,820,820,820,820,0.0,0,0,0,0,0,1
4,187,820,820,820,820,820,0.0,0,0,0,0,0,1
4,188,820,820,820,820,820,0.0,0,0,0,0,0,1
4,189,820,820,820,820,820,0.0,0,0,0,0,0,1
4,190,820,820,820,820,820,0.0,0,0,0,0,0,1
4,191,820,820,820,820,820,0.0,0,0,0,0,0,1
4,192,820,820,820,820,820,0.0,0,0,0,0,0,1
4,193,820,820,820,820,820,0.0,0,0,0,0,0,1
4,194,820,820,820,820,820,0.0,0,0,0,0,0,1
4,195,820,820,820,820,820,0.0,0,0,0,0,0,1
4,196,820,820,820,820,820,0.0,0,0,0,0,0,1
4,197,820,820,820,820,820,0.0,0,0,0,0,0,1
4,198,820,820,820,820,820,0.0,0,0,0,0,0,1
4,199,820,820,820,820,820,0.0,0,0,0,0,0,1
4,200,820,820,820,820,820,0.0,0,0,0,0,0,1
4,201,820,820,820,820,820,0.0,0,0,0,0,0,1
4,202,820,820,820,820,820,0.0,0,0,0,0,0,1
4,203,820,820,820,820,820,0.0,0,0,0,0,0,1
4,204,820,820,820,820,820,0.0,0,0,0,0,0,1
4,205,820,820,820,820,820,0.0,0,0,0,0,0,1
4,206,820,820,820,820,820,0.0,0,0,0,0,0,1
4,207,820,820,820,820,820,0.0,0,0,0,0,0,1
4,208,820,820,820,820,820,0.0,0,0,0,0,0,1
4,209,820,820,820,820,820,0.0,0,0,0,0,0,1
5,1,820,820,820,820,820,0.0,0,0,0,0,0,1
5,2,820,820,820,820,820,0.0,0,0,0,0,0,1
5,3,820,820,820,820,820,0.0,0,0,0,0,0,1
5,4,820,820,820,820,820,0.0,0,0,0,0,0,1
5,5,820,820,820,820,820,0.0,0,0,0,0,0,1
5,6,820,820,820,820,820,0.0,0,0,0,0,0,1
5,7,820,820,820,820,820,0.0,0,0,0,0,0,1
5,8,820,820,820,820,820,0.0,0,0,0,0,0,1
5,9,820,820,820,820,820,0.0,0,0,0,0,0,1
5,10,820,820,820,820,820,0.0,0,0,0,0,0,1
5,11,820,820,820,820,820,0.0,0,0,0,0,0,1
5,12,820,820,820,820,820,0.0,0,0,0,0,0,1
5,13,820,820,820,820,820,0.0,0,0,0,0,0,1
5,14,820,820,820,820,820,0.0,0,0,0,0,0,1
